sku_id,ASIS_1센터_kg,ASIS_2센터_kg,ASIS_3센터_kg,ASIS_4센터_kg,ASIS_5센터_kg,TO_BE_1센터_kg,TO_BE_2센터_kg,TO_BE_3센터_kg,TO_BE_4센터_kg,TO_BE_5센터_kg,TO_BE_총재고_kg,storage_type
262993,0.0,17150.0,0.0,0.0,9830.0,399.7,17150.0,0.0,311.3,9119.0,26980.0,실온
268596,0.0,0.0,0.0,0.0,548.6,13.5,15.9,8.0,14.6,496.7,548.7,냉동
270084,0.0,0.0,2368.8,0.0,0.0,203.0,116.2,1715.0,296.8,37.8,2368.8,냉동
271173,0.0,416.0,0.0,0.0,0.0,20.4,374.0,0.0,15.8,5.7,415.9,실온
271174,0.0,1204.0,0.0,0.0,0.0,18.7,1165.1,0.0,11.5,8.7,1204.0,실온
272108,0.0,2550.0,0.0,0.0,0.0,29.2,2491.3,0.0,24.2,5.3,2550.0,실온
272757,0.0,761.0,0.0,0.0,0.0,25.7,707.7,0.0,24.3,3.2,760.9,실온
274242,2846.0,0.0,0.0,0.0,0.0,2627.6,91.2,0.0,98.4,28.8,2846.0,실온
274765,0.0,0.0,0.0,1170.2,0.0,195.7,46.2,95.8,809.8,22.8,1170.3,냉동
274946,3392.5,0.0,0.0,0.0,0.0,3216.2,119.2,0.0,39.8,17.2,3392.4,냉장
275323,0.0,0.0,0.0,989.0,0.0,37.9,18.0,8.9,907.5,16.7,989.0,냉동
276029,3665.2,0.0,0.0,0.0,0.0,3629.0,12.8,0.0,15.7,7.7,3665.2,실온
277541,0.0,0.0,0.0,0.0,1766.3,25.6,27.5,0.0,55.0,1658.2,1766.3,실온
277542,738.1,0.0,0.0,0.0,1850.5,738.1,22.1,0.0,22.0,1806.4,2588.6,실온
278159,0.0,426.0,0.0,0.0,0.0,15.8,394.8,0.0,12.0,3.4,426.0,실온
278729,0.0,0.0,0.0,0.0,320.4,16.8,5.6,0.0,7.3,290.6,320.3,실온
278773,0.0,2835.0,0.0,0.0,0.0,135.2,2579.9,0.0,84.4,35.6,2835.1,실온
280432,1103.5,1887.8,0.0,0.0,2816.2,886.7,1887.8,0.0,216.8,2816.2,5807.5,실온
280433,0.0,1544.4,0.0,0.0,1016.2,105.0,1367.0,0.0,72.4,1016.2,2560.6,실온
281216,0.0,0.0,0.0,0.0,1420.2,18.7,27.4,18.0,22.3,1333.8,1420.2,냉동
281228,0.0,0.0,0.0,1990.0,0.0,40.3,19.3,6.0,1921.0,3.4,1990.0,냉동
281229,0.0,0.0,0.0,1350.0,0.0,27.2,21.3,7.3,1274.5,19.7,1350.0,냉동
281622,0.0,0.0,0.0,0.0,396.9,39.6,4.9,11.0,13.9,327.4,396.8,냉동
281769,0.0,0.0,0.0,0.0,659.0,13.4,7.5,6.8,4.8,626.5,659.0,냉동
282108,0.0,0.0,0.0,0.0,4252.0,129.2,67.0,0.0,148.9,3906.9,4252.0,실온
283194,4588.8,0.0,0.0,0.0,0.0,4251.5,83.6,70.6,130.9,52.1,4588.7,냉동
283292,560.0,0.0,0.0,0.0,0.0,512.8,9.0,9.9,20.4,8.0,560.1,냉동
285483,950.0,0.0,0.0,0.0,0.0,910.5,8.8,0.0,14.3,16.3,949.9,실온
285487,820.0,0.0,0.0,1380.0,0.0,820.0,12.0,0.0,1365.0,3.0,2200.0,실온
285728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,실온
285947,9795.0,0.0,0.0,0.0,855.0,9453.9,513.8,0.0,424.8,257.6,10650.1,실온
287522,627.0,0.0,0.0,0.0,0.0,620.7,0.9,3.5,1.2,0.8,627.1,냉동
287566,1480.0,0.0,0.0,0.0,0.0,1465.7,3.8,0.0,8.2,2.3,1480.0,실온
287664,772.2,0.0,0.0,0.0,0.0,747.7,12.3,2.2,4.3,5.6,772.1,냉동
288678,1285.0,889.0,0.0,0.0,0.0,1285.0,874.0,0.0,11.4,3.6,2174.0,실온
288777,2065.0,0.0,0.0,0.0,0.0,1589.2,148.3,0.0,195.0,132.5,2065.0,냉장
291697,0.0,0.0,0.0,462.0,0.0,22.1,3.0,14.5,415.3,7.0,461.9,냉동
291699,0.0,0.0,0.0,427.0,0.0,29.8,8.8,11.7,368.6,8.2,427.1,냉동
292995,2926.0,0.0,0.0,0.0,0.0,2740.2,42.5,48.9,65.8,28.6,2926.0,냉동
293739,0.0,0.0,0.0,670.1,0.0,11.4,40.2,7.3,605.2,6.0,670.1,냉동
294221,0.0,0.0,0.0,0.0,1858.0,54.2,39.3,0.0,83.4,1681.1,1858.0,실온
294222,0.0,2454.0,0.0,0.0,0.0,56.5,2319.8,0.0,49.1,28.6,2454.0,실온
294614,1298.0,0.0,1718.0,1808.0,0.0,1298.0,54.4,1643.3,1808.0,20.3,4824.0,냉동
294616,664.0,0.0,926.0,984.0,0.0,592.6,38.7,926.0,984.0,32.7,2574.0,냉동
294620,0.0,0.0,0.0,416.0,0.0,12.1,8.0,3.6,385.5,6.7,415.9,냉동
294622,2332.0,0.0,0.0,356.0,0.0,2269.9,25.6,19.5,356.0,16.9,2687.9,냉동
294623,0.0,2820.0,0.0,0.0,0.0,47.8,2738.8,0.0,29.7,3.7,2820.0,실온
294890,721.6,0.0,0.0,0.0,0.0,584.3,35.2,35.9,41.6,24.6,721.6,냉동
295723,0.0,1890.0,0.0,0.0,0.0,64.8,1783.8,0.0,31.8,9.5,1889.9,실온
295753,0.0,1199.5,0.0,0.0,0.0,14.3,1176.3,0.0,6.4,2.5,1199.5,실온
295774,418.4,0.0,0.0,0.0,0.0,417.3,0.1,0.0,0.3,0.7,418.4,실온
296169,193.6,52.8,0.0,0.0,0.0,193.6,30.5,0.0,14.2,8.1,246.4,실온
296369,804.0,0.0,0.0,0.0,0.0,797.1,1.9,0.0,4.1,0.9,804.0,실온
297496,2020.0,0.0,0.0,0.0,0.0,1987.8,9.0,10.3,5.2,7.7,2020.0,냉동
297823,262.4,479.7,0.0,0.0,676.5,262.4,458.7,0.0,21.0,676.5,1418.6,실온
297923,0.0,325.0,0.0,0.0,650.0,9.7,325.0,0.0,17.9,622.4,975.0,실온
298904,526.8,0.0,0.0,0.0,0.0,475.9,9.5,13.6,15.4,12.4,526.8,냉동
301232,730.0,0.0,0.0,0.0,0.0,730.0,0.0,0.0,0.0,0.0,730.0,실온
301241,470.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,470.0,실온
301711,1665.0,0.0,0.0,0.0,0.0,1615.3,12.1,0.0,23.4,14.1,1664.9,냉장
303028,0.0,0.0,0.0,0.0,2006.7,40.4,27.8,0.0,55.7,1882.7,2006.6,냉장
303506,2135.2,0.0,2284.8,709.9,0.0,2135.2,94.4,2284.8,553.6,61.9,5129.9,냉동
305346,1653.4,0.0,0.0,0.0,0.0,1610.6,8.6,18.7,10.3,5.2,1653.4,냉동
318813,855.0,0.0,0.0,0.0,0.0,820.6,13.0,4.2,13.7,3.5,855.0,냉동
319039,1928.0,0.0,0.0,0.0,1958.0,1742.1,75.1,0.0,110.7,1958.0,3885.9,실온
322650,0.0,0.0,0.0,0.0,937.6,12.6,2.9,1.2,10.2,910.6,937.5,냉동
322687,2802.6,0.0,0.0,0.0,0.0,2680.6,39.1,0.0,54.4,28.6,2802.7,실온
323476,881.1,0.0,0.0,0.0,0.0,633.7,67.6,50.7,91.0,38.2,881.2,냉동
324643,0.0,0.0,0.0,0.0,2505.0,43.4,11.1,10.9,16.3,2423.3,2505.0,냉동
324920,643.0,0.0,0.0,0.0,0.0,608.7,4.3,6.1,17.0,6.9,643.0,냉동
324921,412.0,0.0,0.0,0.0,0.0,333.8,16.3,20.5,33.4,8.1,412.1,냉동
325396,0.0,0.0,255.0,0.0,2296.0,75.6,84.2,255.0,215.4,1920.8,2551.0,냉동
325425,836.0,0.0,0.0,0.0,0.0,789.2,7.2,7.1,23.4,9.1,836.0,냉동
325695,0.0,1604.0,0.0,0.0,0.0,64.6,1531.0,0.0,6.2,2.2,1604.0,실온
326154,115.0,0.0,0.0,0.0,2880.0,115.0,53.5,0.0,125.4,2701.1,2995.0,냉장
327081,588.0,0.0,0.0,0.0,0.0,578.9,2.3,1.8,3.4,1.5,587.9,냉동
328696,0.0,0.0,0.0,0.0,1104.0,46.4,72.7,0.0,24.8,960.1,1104.0,실온
329097,0.0,2850.0,0.0,0.0,0.0,9.0,2840.0,0.0,1.0,0.0,2850.0,실온
329253,3112.0,0.0,0.0,0.0,0.0,2887.7,31.5,53.5,93.8,45.5,3112.0,냉동
330247,3040.0,0.0,0.0,0.0,0.0,2696.0,0.0,193.0,151.0,0.0,3040.0,냉동
331480,0.0,0.0,1779.6,0.0,0.0,93.8,94.9,1457.6,92.3,41.0,1779.6,냉동
331498,0.0,0.0,1502.0,0.0,0.0,306.8,193.8,574.7,301.9,124.8,1502.0,냉동
331703,666.0,0.0,0.0,0.0,0.0,631.6,9.6,0.0,15.3,9.5,666.0,냉장
332845,625.6,0.0,0.0,0.0,1465.6,581.2,17.1,0.0,27.4,1465.6,2091.3,실온
335389,908.8,0.0,0.0,0.0,0.0,857.6,18.0,0.0,22.8,10.4,908.8,실온
335520,2266.3,0.0,0.0,0.0,0.0,2247.9,10.1,0.0,1.0,7.4,2266.4,실온
335676,1497.4,0.0,0.0,0.0,0.0,1368.6,66.1,0.0,38.0,24.8,1497.5,실온
336083,2260.0,0.0,0.0,0.0,0.0,1328.7,378.0,0.0,441.3,112.0,2260.0,실온
337229,3410.4,0.0,0.0,0.0,0.0,3323.6,51.8,0.0,18.5,16.5,3410.4,실온
337371,0.0,1882.9,0.0,0.0,0.0,34.4,1813.9,0.0,26.7,8.0,1883.0,실온
337503,2031.0,0.0,0.0,0.0,0.0,2031.0,0.0,0.0,0.0,0.0,2031.0,냉장
338160,1838.2,0.0,0.0,0.0,0.0,1812.5,8.5,3.8,7.0,6.4,1838.2,냉동
338770,0.0,0.0,0.0,9640.0,0.0,91.0,374.5,0.0,8896.8,277.7,9640.0,실온
338888,0.0,1337.6,0.0,0.0,0.0,31.1,1302.3,0.0,4.1,0.1,1337.6,실온
339541,0.0,584.3,0.0,0.0,0.0,31.2,525.8,0.0,20.9,6.3,584.2,실온
340410,0.0,1205.4,0.0,0.0,0.0,19.5,1146.0,0.0,26.3,13.6,1205.4,실온
341983,0.0,1408.3,0.0,0.0,0.0,9.0,1383.8,0.0,10.8,4.8,1408.4,실온
342003,800.0,4160.0,0.0,2550.0,0.0,800.0,4001.7,0.0,2550.0,158.3,7510.0,실온
342118,1008.0,0.0,0.0,0.0,0.0,987.6,6.6,1.8,6.0,6.0,1008.0,냉동
342119,484.5,0.0,0.0,0.0,0.0,453.5,13.0,0.0,14.4,3.6,484.5,실온
342120,1356.0,0.0,0.0,0.0,0.0,1279.0,18.8,18.6,27.8,11.8,1356.0,냉동
343193,407.9,0.0,0.0,0.0,0.0,346.8,16.5,0.0,8.9,35.8,408.0,실온
343221,1676.0,0.0,0.0,0.0,0.0,1325.0,103.5,0.0,182.2,65.2,1675.9,냉장
343397,0.0,1042.8,0.0,0.0,2131.8,36.5,974.2,0.0,32.1,2131.8,3174.6,실온
343797,0.0,0.0,0.0,0.0,680.0,14.0,9.3,4.4,22.0,630.3,680.0,냉동
344480,1598.0,0.0,1764.0,1272.0,0.0,1504.4,61.0,1764.0,1272.0,32.6,4634.0,냉동
344723,3588.0,0.0,0.0,0.0,0.0,3517.9,14.5,19.4,22.6,13.6,3588.0,냉동
345492,809.3,0.0,0.0,0.0,0.0,769.7,10.7,0.0,22.5,6.4,809.3,냉장
345674,0.0,1107.2,0.0,0.0,0.0,94.4,914.1,0.0,74.3,24.4,1107.2,실온
347074,0.0,0.0,602.0,380.0,0.0,42.7,16.0,602.0,291.7,29.5,981.9,냉동
347081,1754.0,0.0,0.0,0.0,0.0,1502.9,75.9,38.0,90.6,46.5,1753.9,냉동
347680,0.0,510.0,0.0,0.0,0.0,10.5,488.4,0.0,7.3,3.7,509.9,실온
347858,0.0,0.0,0.0,0.0,32.0,12.2,5.9,0.0,7.6,6.3,32.0,실온
347918,0.0,2984.0,0.0,0.0,0.0,125.3,2689.6,0.0,118.7,50.4,2984.0,실온
348355,1155.0,0.0,0.0,0.0,0.0,1085.4,18.6,16.8,20.2,14.0,1155.0,냉동
348356,888.0,0.0,0.0,0.0,0.0,843.4,15.9,10.4,6.9,11.3,887.9,냉동
348969,780.0,6760.0,0.0,5720.0,0.0,780.0,6760.0,0.0,5425.7,294.3,13260.0,실온
349776,0.0,0.0,0.0,1312.0,0.0,35.2,1.4,10.4,1255.0,10.0,1312.0,냉동
350630,1062.0,0.0,0.0,0.0,0.0,1044.4,4.5,2.8,5.1,5.1,1061.9,냉동
351084,3991.6,0.0,0.0,0.0,0.0,3927.0,21.4,0.0,27.8,15.4,3991.6,실온
351702,908.2,0.0,0.0,0.0,0.0,854.3,9.9,19.1,21.5,3.4,908.2,냉동
352536,2275.4,0.0,0.0,0.0,0.0,2204.9,25.6,6.9,22.6,15.4,2275.4,냉동
352537,2586.2,0.0,0.0,0.0,0.0,2555.1,9.3,8.4,4.7,8.7,2586.2,냉동
353213,4400.0,0.0,0.0,0.0,0.0,4006.2,327.6,0.0,41.0,25.2,4400.0,실온
353571,0.0,0.0,0.0,0.0,1830.9,106.2,50.9,27.0,70.6,1576.2,1830.9,냉동
354750,1205.0,1820.0,0.0,0.0,0.0,1205.0,1810.4,0.0,7.6,2.0,3025.0,실온
354792,6290.0,0.0,0.0,0.0,0.0,6241.0,16.0,18.5,1.3,13.2,6290.0,냉동
355259,2016.0,0.0,0.0,0.0,0.0,1802.7,87.1,0.0,64.7,61.6,2016.1,냉장
356081,2356.5,0.0,0.0,0.0,0.0,2301.7,21.1,3.0,24.5,6.2,2356.5,냉동
356665,0.0,0.0,0.0,0.0,1420.0,10.4,9.9,5.0,38.3,1356.4,1420.0,냉동
356814,19.1,0.0,1265.4,0.0,1501.5,33.4,65.7,1265.4,24.6,1397.0,2786.1,냉동
356982,1620.0,0.0,0.0,0.0,598.0,1580.3,12.7,11.5,15.5,598.0,2218.0,냉동
359441,2412.0,0.0,0.0,0.0,0.0,2311.5,26.4,17.6,29.2,27.3,2412.0,냉동
359458,3063.6,0.0,0.0,0.0,0.0,3009.3,16.1,0.0,28.3,9.9,3063.6,실온
359542,1820.4,0.0,0.0,0.0,0.0,1784.1,10.8,0.0,16.5,8.9,1820.3,실온
359543,1984.5,0.0,0.0,0.0,0.0,1961.9,7.4,0.0,9.1,6.1,1984.5,실온
359545,2842.8,0.0,0.0,0.0,0.0,2823.9,9.0,0.0,3.7,6.2,2842.8,실온
359695,0.0,0.0,0.0,0.0,1976.0,262.5,188.8,125.0,268.9,1130.9,1976.1,냉동
359732,170.0,0.0,0.0,0.0,0.0,115.3,28.0,2.7,6.0,18.0,170.0,냉동
359919,0.0,0.0,0.0,0.0,1469.0,24.3,22.7,12.3,25.3,1384.3,1468.9,냉동
359981,1395.0,0.0,0.0,0.0,0.0,1175.8,65.1,43.8,76.4,33.8,1394.9,냉동
361667,2870.0,140.0,0.0,0.0,0.0,2829.4,140.0,0.0,22.9,17.7,3010.0,실온
361668,2670.0,0.0,0.0,0.0,0.0,2589.0,28.0,0.0,36.5,16.5,2670.0,실온
361681,0.0,1980.0,0.0,0.0,0.0,19.5,1939.0,0.0,18.0,3.5,1980.0,실온
361700,0.0,0.0,0.0,0.0,728.0,48.1,23.8,0.0,47.2,608.8,727.9,실온
361754,62.7,610.3,0.0,0.0,0.0,26.8,610.3,0.0,4.3,31.6,673.0,실온
361885,338.0,0.0,0.0,0.0,0.0,322.6,6.7,0.0,6.5,2.2,338.0,실온
362030,455.0,0.0,0.0,0.0,0.0,439.2,4.7,0.0,8.0,3.1,455.0,실온
362252,0.0,0.0,0.0,0.0,884.8,128.0,51.0,0.0,107.2,598.6,884.8,실온
362327,0.0,0.0,0.0,0.0,1248.0,69.8,30.8,0.0,42.5,1105.0,1248.1,실온
362457,0.0,4170.0,0.0,0.0,0.0,96.8,3938.4,0.0,73.2,61.6,4170.0,실온
362482,0.0,0.0,0.0,0.0,1779.3,59.4,48.5,0.0,55.0,1616.4,1779.3,냉장
362504,378.0,0.0,0.0,0.0,0.0,354.7,5.1,0.0,15.4,2.8,378.0,실온
362505,224.0,0.0,0.0,0.0,0.0,174.1,12.1,0.0,27.8,10.0,224.0,실온
362517,1078.0,0.0,0.0,0.0,0.0,1039.3,12.4,0.0,19.4,7.0,1078.1,실온
362518,695.5,0.0,0.0,0.0,0.0,674.2,8.0,0.0,7.0,6.3,695.5,실온
362526,0.0,4592.0,0.0,0.0,0.0,84.0,4400.4,0.0,72.8,34.8,4592.0,실온
362529,0.0,966.0,0.0,0.0,0.0,26.8,917.2,0.0,14.2,7.7,965.9,실온
362609,0.0,0.0,0.0,0.0,956.0,19.2,16.7,0.0,23.8,896.3,956.0,냉장
362634,0.0,0.0,0.0,0.0,862.0,16.0,7.8,0.0,7.9,830.3,862.0,냉장
362664,704.0,0.0,0.0,0.0,0.0,689.7,7.9,0.0,0.0,6.3,703.9,냉장
362665,448.0,0.0,0.0,0.0,0.0,441.9,2.8,0.0,0.0,3.3,448.0,냉장
362836,1731.0,0.0,0.0,0.0,0.0,800.4,344.7,0.0,398.1,187.8,1731.0,냉장
362882,1490.0,0.0,0.0,3100.0,0.0,1071.0,286.0,0.0,3100.0,133.0,4590.0,실온
363010,0.0,0.0,0.0,1562.0,0.0,85.9,104.1,0.0,1343.6,28.5,1562.1,냉장
363090,0.0,0.0,0.0,1819.4,0.0,106.0,92.6,0.0,1564.8,56.0,1819.4,실온
363107,0.0,0.0,0.0,1771.5,0.0,85.4,83.9,55.9,1474.2,72.1,1771.5,냉동
363127,0.0,0.0,0.0,1551.0,0.0,65.6,62.4,0.0,1401.1,21.9,1551.0,냉장
364314,422.5,0.0,0.0,0.0,0.0,401.0,6.5,0.0,10.0,5.0,422.5,실온
364326,1092.0,0.0,0.0,0.0,0.0,1070.3,5.8,0.0,9.6,6.3,1092.0,실온
364380,0.0,871.5,0.0,0.0,0.0,15.4,838.6,0.0,12.8,4.8,871.6,실온
368774,710.5,1055.6,0.0,0.0,0.0,710.5,1037.0,0.0,12.5,6.1,1766.1,실온
368786,0.0,0.0,0.0,3540.0,0.0,176.3,97.1,0.0,3224.5,42.1,3540.0,냉장
368813,0.0,0.0,0.0,1236.0,0.0,64.0,43.1,26.5,1072.6,29.8,1236.0,냉동
368815,0.0,0.0,0.0,895.5,0.0,68.8,81.2,0.0,717.1,28.3,895.4,냉장
368817,0.0,0.0,0.0,720.0,0.0,140.0,133.5,0.0,394.7,51.8,720.0,냉장
368821,970.0,0.0,0.0,2300.0,0.0,824.0,97.0,0.0,2300.0,49.0,3270.0,실온
368865,4740.0,3549.0,0.0,0.0,5640.0,4740.0,3317.4,0.0,231.6,5640.0,13929.0,실온
368921,0.0,0.0,0.0,2326.8,0.0,54.6,106.3,0.0,2114.3,51.7,2326.9,실온
368931,0.0,1308.0,0.0,2264.0,0.0,43.6,1239.6,0.0,2264.0,24.7,3571.9,실온
369036,0.0,0.0,0.0,2419.0,0.0,151.8,145.0,85.0,1961.2,76.0,2419.0,냉동
369076,3132.0,0.0,0.0,0.0,0.0,2008.5,297.2,223.1,413.2,190.0,3132.0,냉동
369077,0.0,0.0,0.0,3650.4,0.0,112.8,125.4,48.2,3298.1,65.9,3650.4,냉동
369116,0.0,0.0,0.0,1058.0,0.0,326.9,59.5,0.0,663.9,7.7,1058.0,냉장
369134,0.0,0.0,0.0,940.0,0.0,241.5,59.5,0.0,631.3,7.7,940.0,냉장
369198,591.0,2475.0,0.0,0.0,0.0,591.0,2453.7,0.0,15.7,5.6,3066.0,실온
369370,2996.4,0.0,4177.8,1834.8,0.0,2996.4,138.6,4177.8,1615.7,80.5,9009.0,냉동
369410,0.0,0.0,0.0,442.0,0.0,28.1,18.2,14.7,373.9,7.0,441.9,냉동
369519,0.0,0.0,0.0,0.0,1509.0,42.9,15.4,5.4,14.3,1431.0,1509.0,냉동
369800,1749.0,0.0,0.0,0.0,0.0,1660.9,27.4,0.0,40.7,20.0,1749.0,실온
370051,546.8,0.0,0.0,0.0,0.0,538.9,7.0,0.0,0.7,0.2,546.8,실온
370135,0.0,0.0,654.3,0.0,0.0,41.8,22.1,546.3,32.8,11.2,654.2,냉동
370192,959.0,0.0,0.0,477.0,0.0,852.5,39.4,47.3,477.0,19.8,1436.0,냉동
370193,0.0,0.0,0.0,1881.0,0.0,99.0,53.1,0.0,1704.2,24.8,1881.1,냉장
370196,0.0,0.0,0.0,970.0,0.0,54.0,28.8,0.0,871.4,15.8,970.0,냉장
370216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,냉동
370278,0.0,0.0,747.0,0.0,0.0,52.8,26.8,616.8,36.5,14.0,746.9,냉동
370286,0.0,0.0,1490.0,0.0,0.0,91.7,49.2,1256.1,67.6,25.4,1490.0,냉동
370312,1454.4,0.0,0.0,0.0,0.0,1294.0,57.2,0.0,75.8,27.6,1454.6,실온
370334,2788.2,0.0,1954.3,665.3,0.0,2788.2,72.5,1954.3,558.6,34.2,5407.8,냉동
370336,0.0,0.0,0.0,5624.0,0.0,364.3,193.8,0.0,4980.5,85.3,5623.9,냉장
370339,0.0,0.0,887.0,0.0,0.0,29.6,18.3,806.8,22.8,9.5,887.0,냉동
370364,0.0,0.0,2047.0,0.0,0.0,93.0,54.8,1805.6,68.5,25.2,2047.1,냉동
370499,2394.0,0.0,0.0,0.0,0.0,2374.7,3.7,5.6,6.0,4.0,2394.0,냉동
370512,0.0,0.0,0.0,0.0,953.3,15.8,23.2,1.6,13.2,899.4,953.2,냉동
370881,7400.0,0.0,0.0,2260.0,0.0,6500.0,532.5,0.0,2260.0,367.5,9660.0,냉장
371089,0.0,0.0,0.0,1177.8,0.0,69.2,67.4,0.0,1006.6,34.6,1177.8,냉장
371315,170.0,0.0,0.0,0.0,0.0,154.5,9.0,0.0,3.5,3.0,170.0,냉장
371325,4264.9,0.0,0.0,6293.4,0.0,3336.0,340.3,422.3,6293.4,166.3,10558.3,냉동
371326,2079.0,0.0,0.0,1872.0,0.0,1930.5,97.2,0.0,1872.0,51.3,3951.0,실온
372006,0.0,0.0,0.0,1661.1,0.0,19.7,6.7,0.0,1629.8,4.8,1661.0,실온
372050,1295.0,0.0,0.0,0.0,0.0,1275.4,8.6,0.0,6.8,4.2,1295.0,냉동
372101,0.0,0.0,0.0,597.0,0.0,71.0,5.2,2.1,516.4,2.4,597.1,냉동
372123,468.5,0.0,0.0,0.0,0.0,408.0,24.8,12.1,15.0,8.6,468.5,냉동
372124,0.0,0.0,0.0,2510.0,0.0,219.3,47.8,0.0,2217.2,25.7,2510.0,냉장
372137,3275.5,0.0,0.0,2013.1,0.0,3275.5,520.8,171.4,800.8,520.1,5288.6,냉동
372172,1432.4,0.0,0.0,0.0,0.0,1008.0,90.3,114.9,182.9,36.2,1432.3,냉동
372305,0.0,0.0,0.0,975.1,0.0,52.9,76.8,14.3,798.4,32.6,975.0,냉동
372307,3168.0,0.0,0.0,2850.0,0.0,3168.0,311.5,0.0,2376.4,162.0,6017.9,실온
372308,1726.4,0.0,0.0,0.0,0.0,1465.5,126.2,0.0,72.8,61.9,1726.4,실온
372309,0.0,0.0,0.0,829.5,0.0,67.3,16.5,46.8,697.2,1.7,829.5,냉동
372419,0.0,0.0,0.0,1375.0,0.0,57.8,55.8,0.0,1230.8,30.8,1375.2,냉장
372642,0.0,0.0,0.0,0.0,2849.0,147.0,102.3,0.0,148.0,2451.7,2849.0,냉장
372644,1454.4,0.0,0.0,1484.6,0.0,1454.4,105.0,0.0,1315.6,64.1,2939.1,냉장
372645,1376.0,0.0,0.0,1838.4,0.0,1320.9,34.4,0.0,1838.4,20.7,3214.4,냉장
372659,0.0,0.0,0.0,0.0,1909.0,148.4,81.9,119.2,139.1,1420.4,1909.0,냉동
372666,1967.0,1820.0,0.0,1624.0,0.0,1967.0,1820.0,0.0,1402.8,221.2,5411.0,실온
373141,2780.0,0.0,0.0,1900.0,0.0,2780.0,58.3,0.0,1753.7,88.0,4680.0,실온
373188,0.0,0.0,0.0,0.0,984.0,17.6,62.7,0.0,91.6,812.1,984.0,실온
373419,1780.0,0.0,0.0,0.0,0.0,1744.7,13.0,0.0,18.0,4.3,1780.0,실온
373780,0.0,0.0,0.0,1400.0,0.0,561.9,256.2,33.4,409.3,139.2,1400.0,냉동
374153,1310.0,0.0,0.0,0.0,0.0,1102.8,60.4,38.1,61.1,47.7,1310.1,냉동
374165,0.0,601.0,0.0,0.0,0.0,26.5,556.1,0.0,11.5,6.9,601.0,실온
374323,638.1,0.0,0.0,0.0,0.0,618.6,4.1,7.7,6.2,1.5,638.1,냉동
374569,792.0,0.0,0.0,0.0,0.0,587.4,89.1,33.4,65.3,16.8,792.0,냉동
374925,0.0,0.0,0.0,1353.0,0.0,66.0,39.6,68.1,1175.7,3.6,1353.0,냉동
375045,0.0,0.0,0.0,2883.1,0.0,54.9,119.4,0.0,2658.1,50.8,2883.2,실온
375046,0.0,0.0,0.0,8562.2,0.0,144.0,279.4,0.0,8036.9,102.0,8562.3,실온
375047,0.0,0.0,0.0,3226.1,0.0,69.0,54.1,0.0,3084.7,18.3,3226.1,실온
376212,0.0,0.0,2802.4,2625.0,0.0,165.4,86.9,2802.4,2316.1,56.6,5427.4,냉동
377635,798.3,0.0,0.0,0.0,0.0,788.7,2.5,0.0,5.5,1.6,798.3,냉장
377636,843.2,0.0,0.0,0.0,0.0,834.4,2.7,0.0,2.5,3.6,843.2,냉장
377690,470.4,0.0,0.0,0.0,0.0,422.8,15.9,9.7,11.5,10.5,470.4,냉동
377827,882.0,0.0,0.0,0.0,0.0,668.0,56.8,44.1,92.3,20.8,882.0,냉동
378004,0.0,0.0,0.0,690.0,0.0,33.6,17.4,0.0,631.4,7.6,690.0,냉장
378332,840.4,4839.1,0.0,0.0,0.0,840.4,4781.2,0.0,37.2,20.8,5679.6,실온
379592,0.0,0.0,0.0,0.0,1060.0,63.3,170.0,0.0,556.7,270.0,1060.0,실온
379702,644.0,0.0,0.0,0.0,0.0,488.8,45.0,47.4,46.2,16.6,644.0,냉동
380098,0.0,0.0,0.0,0.0,1372.0,114.0,91.0,57.7,126.3,983.0,1372.0,냉동
380353,0.0,0.0,3247.0,0.0,0.0,75.0,41.7,3052.0,56.2,22.2,3247.1,냉동
380355,0.0,0.0,2447.0,0.0,0.0,93.5,53.3,2199.9,71.8,28.4,2446.9,냉동
380456,0.0,0.0,0.0,2304.0,0.0,88.8,49.2,0.0,2137.6,28.4,2304.0,실온
